,position,name,varlab,multiple_answers,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57,val58,lab58,val59,lab59,val60,lab60,val61,lab61,val62,lab62,val63,lab63,val64,lab64,val65,lab65,val66,lab66,val67,lab67,val68,lab68,val69,lab69,val70,lab70,val71,lab71,val72,lab72,val73,lab73,val74,lab74,val75,lab75,val76,lab76,val77,lab77,val78,lab78,val79,lab79,val80,lab80,val81,lab81,val82,lab82,val83,lab83,val84,lab84,val85,lab85,val86,lab86,val87,lab87,val88,lab88,val89,lab89,val90,lab90,val91,lab91,val92,lab92,val93,lab93,val94,lab94
585,1448,f2j13b,"During those 2 wks,did you lose interest in hobbies/work normally pleasurable?",0,"For the next two questions, please think of the two week period during the past 12 months when these feelings were the worst.  During that time, did the feelings of being sad, blue, or depressed usually last . . .","J13B.          During those two weeks, did you lose interest in most things like hobbies, work, or activities that usually give you pleasure?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,1449,f2j13c1,"Int Chk: Was respondent sad, blue  or depressed for 2 weeks?",0,"For the next two questions, please think of the two week period during the past 12 months when these feelings were the worst.  During that time, did the feelings of being sad, blue, or depressed usually last . . .","J13C1.        WAS RESPONDENT SAD, BLUE, OR DEPRESSED FOR 2 WEEKS?  (J12=1)",1,YES,2  -->  GO TO J14,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,1450,f2j13c2,Int Chk: Did feeling last all/most/half of the day?,0,"For the next two questions, please think of the two week period during the past 12 months when these feelings were the worst.  During that time, did the feelings of being sad, blue, or depressed usually last . . .","J13C2.        DID FEELING LAST ALL, MOST, OR HALF OF THE DAY?",1,YES,2  -->  GO TO J14,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,1451,f2j13c3,Int chk: Did respondent feel this way every day/almost every day?,0,"For the next two questions, please think of the two week period during the past 12 months when these feelings were the worst.  During that time, did the feelings of being sad, blue, or depressed usually last . . .",J13C3.        DID RESPONDENT FEEL THIS WAY EVERY DAY OR ALMOST EVERY DAY?,1  -->  GO TO J15A,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,1452,f2j14,During past 12 mths have you ever lost interest in hobbies/work for 2+ weeks?,0,"During the past 12 months, has there ever been a time lasting two weeks or more when you lost interest in most things like hobbies, work, or activities that usually give you pleasure?","During the past 12 months, has there ever been a time lasting two weeks or more when you lost interest in most things like hobbies, work, or activities that usually give you pleasure?",1,YES,2  -->  GO TO J16,NO,m  -->  GO TO J16,ANTI-DEPRESSANTS,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,1453,f2j14a,"During that 2 wk period, how long each day did you feel loss of interest?",0,"During the past 12 months, has there ever been a time lasting two weeks or more when you lost interest in most things like hobbies, work, or activities that usually give you pleasure?","J14A.          For the next few questions, please think of the two?week period during the past 12 months when you had the most complete loss of interest in things.  During that two?week period, did the loss of interest usually last . . .",1,"All day long,",2,"Most of the day,",3,"About half of the day, or",4  -->  GO TO J16,Less than half the day?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,1454,f2j14b,How many days in two week span did you feel this disinterest?,0,"During the past 12 months, has there ever been a time lasting two weeks or more when you lost interest in most things like hobbies, work, or activities that usually give you pleasure?","J14B.          Did you feel this way every day, almost every day, or less often during the two weeks?",1,EVERY DAY,2,ALMOST EVERY DAY,3  -->  GO TO J16,LESS OFTEN,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,1455,f2j15a,"During those 2 wks, did you feel more tired and low on energy than usual?",0,,"J15A.          Thinking about those same two weeks, did you feel more tired out or low on energy than is usual for you?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,1456,f2j15b,"During those 2 wks, did you gain or lose weight without trying?",0,,"J15B.          Did you gain or lose weight without trying, or did you stay about the same?",1,GAIN,2,LOSE,3,AND LOST WEIGHT,4  -->  GO TO J15C,STAY ABOUT THE SAME,5  -->  GO TO J15C,ON A DIET,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,1457,f2j15b1,About how much weight did you gain/lose?,0,,J15B1.  About how much did (you gain/you lose/your weight change)?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,1458,f2j15c,During those 2 wks did you have more trouble falling asleep than you usually do?,0,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,1459,fx2j15c,TCO-During that time did you gain/lose 10 pounds w/o trying?,1,,FX2J15C. During that time did you Gain   or lose 10 pounds without                     trying?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,1460,f2j15c1,"During those 2 wks, how many nights did you have trouble falling asleep?",0,,"J15C1.        Did that happen every night, nearly every night or less often during those two weeks?",1,EVERY NIGHT,2,NEARLY EVERY NIGHT,3,LESS OFTEN,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,1461,f2j15d,"During those 2 wks, did you have more trouble concentrating than usual?",0,,"J15D.          During those two weeks, did you have a lot more trouble concentrating than usual?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,1462,f2j15e,"During those 2 wks, did you feel downon yourself/no good/worthless?",0,,"J15E.          People sometimes feel down on themselves, no good, or worthless.  During that two week period, did you feel this way?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,1463,f2j15f,"During those 2 wks, did you think about death?",0,,"J15F.           Did you think a lot about death--either your own, someone else’s, or death in general during those two weeks?",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,1464,f2j16,"During past 12 mths, was there a 1+ mth period when you felt tense/anxious?",0,"J16.             During the past 12 months, did you ever have a period lasting one month or longer when most of the time you felt worried, tense, or anxious?","J16.             During the past 12 months, did you ever have a period lasting one month or longer when most of the time you felt worried, tense, or anxious?",1  -->  GO TO J16B,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,1465,f2j16a,"During past 12 mths, did you worry a lot more than most people would?",0,"J16.             During the past 12 months, did you ever have a period lasting one month or longer when most of the time you felt worried, tense, or anxious?",People differ a lot in how much they worry about things.  Did you have a time in the past 12 months when you worried a lot more than most people would in your situation?,1,YES,2  -->  GO TO J21,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1466,f2j16b,Is that period of time still going on?,0,"J16.             During the past 12 months, did you ever have a period lasting one month or longer when most of the time you felt worried, tense, or anxious?",J16B.          Is that period of time still going on?,1,CIDI   ANX                                        STILL GOING ON,2  -->  GO TO J16B2,ENDED,-15,AS I CAN REMEMBER,-15,AS I CAN REMEMBER,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,1467,f2j16b1a,How many months or years has this tension been going on?-(Weeks),1,"J16.             During the past 12 months, did you ever have a period lasting one month or longer when most of the time you felt worried, tense, or anxious?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,1468,f2j16b1b,How many months or years has this tension been going on?-(Months),1,"J16.             During the past 12 months, did you ever have a period lasting one month or longer when most of the time you felt worried, tense, or anxious?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,1469,f2j16b1c,How many months or years has this tension been going on?-(Years),1,"J16.             During the past 12 months, did you ever have a period lasting one month or longer when most of the time you felt worried, tense, or anxious?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,1470,f2j16b2a,How many months or years did the tension go on before it ended?-(Weeks),1,"J16.             During the past 12 months, did you ever have a period lasting one month or longer when most of the time you felt worried, tense, or anxious?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,1471,f2j16b2b,How many months or years did the tension go on before it ended?-(Months),1,"J16.             During the past 12 months, did you ever have a period lasting one month or longer when most of the time you felt worried, tense, or anxious?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,1472,f2j16b2c,How many months or years did the tension go on before it ended?-(Years),1,"J16.             During the past 12 months, did you ever have a period lasting one month or longer when most of the time you felt worried, tense, or anxious?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,1473,f2j17,Int Chk: Did worry last 6 months or more?,0,J17.       DID WORRY LAST 6 MONTHS OR MORE?,J17.       DID WORRY LAST 6 MONTHS OR MORE?,1,"YES, 6 MONTHS OR MORE",2  -->  GO TO J21,"NO, LESS THAN 6 MONTHS",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,1474,f2j18a,"During this period, was your worry stronger than in other people?",0,,J18A.    During that/this period (was/is) your worry stronger than in other people?,1,CIDI   ANX                                        YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,1475,f2j18b,Did/do you worry most days?,0,,J18B.    (Did/Do) you worry most days?,1,CIDI   ANX                                        YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,1476,f2j18c,Did/do you worry about one particular thing?,0,,"J18C.    (Did/Do) you worry about one particular thing, such as your job security or the failing health of a loved one or more than one thing?",1,ONE THING,2,MORE THAN ONE THING,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,1477,f2j18d,Did/do you find it difficult to stop worrying?,0,,J18D.    (Did/Do) you find it difficult to stop worrying?,1,CIDI   ANX                                        YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,1478,f2j18e,Did/do you have different worries on your mind at the same time?,0,,J18E.    (Did/Do) you have different worries on your mind at the same time?,1,CIDI   ANX                                        YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,1479,f2j19,How often is/was your worry so strong you couldn't put it out of your mind?,0,How often (was/is) your worry so strong that you (couldn’t/can’t) put it out of your mind no matter how hard you (tried/try)?  (Was/Is) this . . .,How often (was/is) your worry so strong that you (couldn’t/can’t) put it out of your mind no matter how hard you (tried/try)?  (Was/Is) this . . .,1,"Often,",2,"Sometimes,",3,"Rarely, or",4,Never?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,1480,f2j19a,How often did/do you find it difficult to control your worry?,0,How often (was/is) your worry so strong that you (couldn’t/can’t) put it out of your mind no matter how hard you (tried/try)?  (Was/Is) this . . .,J19A.    How often (did/do) you find it difficult to control your worry?,1,"CIDI   ANX                                        Often,",2,"Sometimes,",3,"Rarely, or",4,Never?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,1481,f2j20a,"When you were/are worried, were you also-restless?",0,"J20.       When you (were/are) worried or anxious, (were/are) you also . . .",J20A.,,J20A. restless?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,1482,f2j20b,"When you were/are worried, were you also-keyed up/on edge?",0,"J20.       When you (were/are) worried or anxious, (were/are) you also . . .",J20B.,,(Were/Are) you keyed up or on edge?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,1483,f2j20c,"When you were/are worried, were you also-easily tired?",0,"J20.       When you (were/are) worried or anxious, (were/are) you also . . .",J20C.,,(Were/Are) you easily tired?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,1484,f2j20d,"When you were/are worried, were you also-having trouble concentrating?",0,"J20.       When you (were/are) worried or anxious, (were/are) you also . . .",J20D.,,(Did/Do) you have difficulty keeping   your mind on what you were doing?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,1485,f2j20e,"When you were/are worried, were you also-more irritable than usual?",0,"J20.       When you (were/are) worried or anxious, (were/are) you also . . .",J20E.,,(Were/Are) you more irritable than   usual?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,1486,f2j20f,"When you were/are worried, were you also-tense/sore/have aching muscles?",0,"J20.       When you (were/are) worried or anxious, (were/are) you also . . .",J20F.,,"(Did/Do) you have tense, sore or   aching muscles?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,1487,f2j20g,"When you were/are worried, were you also-having trouble staying/falling asleep?",0,"J20.       When you (were/are) worried or anxious, (were/are) you also . . .",J20G.,,(Did/Do) you have trouble falling   asleep or staying asleep?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
