,position,name,varlab,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57
897,10697,m5b11a_102,B11A_102. Agreement changed because support dropped,B11A.       Why was the original agreement changed?,b11a_102        SUPPORT DROPPED,1,b11a_1            TO INCLUDE ANOTHER CHILD,2,CIRCUMSTANCES,3,CIRCUMSTANCES,91,b11a_91          OTHER (SPECIFY) ________________,101,b11a_101        CHANGE IN CUSTODY/VISITATION,102,b11a_102        SUPPORT DROPPED,103,b11a_103        FATHER NOT PAYING FULL AMOUNT,104,b11a_104        PARENTS GOT BACK TOGETHER,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,10698,m5b11a_104,B11A_104. Agreement changed because parents got back together,B11A.       Why was the original agreement changed?,b11a_104        PARENTS GOT BACK TOGETHER,1,b11a_1            TO INCLUDE ANOTHER CHILD,2,CIRCUMSTANCES,3,CIRCUMSTANCES,91,b11a_91          OTHER (SPECIFY) ________________,101,b11a_101        CHANGE IN CUSTODY/VISITATION,102,b11a_102        SUPPORT DROPPED,103,b11a_103        FATHER NOT PAYING FULL AMOUNT,104,b11a_104        PARENTS GOT BACK TOGETHER,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,10699,m5b11a_103,B11A_103. Agreement changed because father not paying full amount,B11A.       Why was the original agreement changed?,b11a_103        FATHER NOT PAYING FULL AMOUNT,1,b11a_1            TO INCLUDE ANOTHER CHILD,2,CIRCUMSTANCES,3,CIRCUMSTANCES,91,b11a_91          OTHER (SPECIFY) ________________,101,b11a_101        CHANGE IN CUSTODY/VISITATION,102,b11a_102        SUPPORT DROPPED,103,b11a_103        FATHER NOT PAYING FULL AMOUNT,104,b11a_104        PARENTS GOT BACK TOGETHER,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,10700,m5b17d_101,B17D_101. Warrant for father's arrest,B17D.       What action has been taken?,b17d_101            WARRANT FOR FATHER’S ARREST,1,b17d_1                GARNISHED FATHER’S WAGES,2,b17d_2                SEIZED FATHER’S INCOME TAX REFUND,3,b17d_3                SUSPENDED FATHER’S DRIVER’S LICENSE,4,b17d_4                SEIZED FATHER’S LIQUID ASSETS,5,PROPERTY,6,LICENSE,7,b17d_7                SENT FATHER TO PRISON OR JAIL,8,b17d_8                PUT FATHER ON PROBATION,91,b17d_91              OTHER (SPECIFY) ________________,101,b17d_101            WARRANT FOR FATHER’S ARREST,102,b17d_102            COURT ACTION IN PROCESS,103,b17d_103            FATHER CANNOT BE LOCATED,104,b17d_104            INCREASED PAYMENTS,105,b17d_105            NO ACTION BEYOND LETTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,10701,m5b17d_102,B17D_102. Court action in process,B17D.       What action has been taken?,b17d_102            COURT ACTION IN PROCESS,1,b17d_1                GARNISHED FATHER’S WAGES,2,b17d_2                SEIZED FATHER’S INCOME TAX REFUND,3,b17d_3                SUSPENDED FATHER’S DRIVER’S LICENSE,4,b17d_4                SEIZED FATHER’S LIQUID ASSETS,5,PROPERTY,6,LICENSE,7,b17d_7                SENT FATHER TO PRISON OR JAIL,8,b17d_8                PUT FATHER ON PROBATION,91,b17d_91              OTHER (SPECIFY) ________________,101,b17d_101            WARRANT FOR FATHER’S ARREST,102,b17d_102            COURT ACTION IN PROCESS,103,b17d_103            FATHER CANNOT BE LOCATED,104,b17d_104            INCREASED PAYMENTS,105,b17d_105            NO ACTION BEYOND LETTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,10702,m5b17d_103,B17D_103. Father cannot be located,B17D.       What action has been taken?,b17d_103            FATHER CANNOT BE LOCATED,1,b17d_1                GARNISHED FATHER’S WAGES,2,b17d_2                SEIZED FATHER’S INCOME TAX REFUND,3,b17d_3                SUSPENDED FATHER’S DRIVER’S LICENSE,4,b17d_4                SEIZED FATHER’S LIQUID ASSETS,5,PROPERTY,6,LICENSE,7,b17d_7                SENT FATHER TO PRISON OR JAIL,8,b17d_8                PUT FATHER ON PROBATION,91,b17d_91              OTHER (SPECIFY) ________________,101,b17d_101            WARRANT FOR FATHER’S ARREST,102,b17d_102            COURT ACTION IN PROCESS,103,b17d_103            FATHER CANNOT BE LOCATED,104,b17d_104            INCREASED PAYMENTS,105,b17d_105            NO ACTION BEYOND LETTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,10703,m5b17d_104,B17D_104. Increased payments,B17D.       What action has been taken?,b17d_104            INCREASED PAYMENTS,1,b17d_1                GARNISHED FATHER’S WAGES,2,b17d_2                SEIZED FATHER’S INCOME TAX REFUND,3,b17d_3                SUSPENDED FATHER’S DRIVER’S LICENSE,4,b17d_4                SEIZED FATHER’S LIQUID ASSETS,5,PROPERTY,6,LICENSE,7,b17d_7                SENT FATHER TO PRISON OR JAIL,8,b17d_8                PUT FATHER ON PROBATION,91,b17d_91              OTHER (SPECIFY) ________________,101,b17d_101            WARRANT FOR FATHER’S ARREST,102,b17d_102            COURT ACTION IN PROCESS,103,b17d_103            FATHER CANNOT BE LOCATED,104,b17d_104            INCREASED PAYMENTS,105,b17d_105            NO ACTION BEYOND LETTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,10704,m5b17d_105,B17D_105. No action beyond threats and letters,B17D.       What action has been taken?,b17d_105            NO ACTION BEYOND LETTERS,1,b17d_1                GARNISHED FATHER’S WAGES,2,b17d_2                SEIZED FATHER’S INCOME TAX REFUND,3,b17d_3                SUSPENDED FATHER’S DRIVER’S LICENSE,4,b17d_4                SEIZED FATHER’S LIQUID ASSETS,5,PROPERTY,6,LICENSE,7,b17d_7                SENT FATHER TO PRISON OR JAIL,8,b17d_8                PUT FATHER ON PROBATION,91,b17d_91              OTHER (SPECIFY) ________________,101,b17d_101            WARRANT FOR FATHER’S ARREST,102,b17d_102            COURT ACTION IN PROCESS,103,b17d_103            FATHER CANNOT BE LOCATED,104,b17d_104            INCREASED PAYMENTS,105,b17d_105            NO ACTION BEYOND LETTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,10705,m5b22_101,"B22_101. Candy, junk food, or incidentals",B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,10706,m5b22_106,B22_106. Everything/whatever she or he wants,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,10707,m5b22_104,B22_104. Special events or outings,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,10708,m5b22_102,B22_102. Health and medical supplies,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,10709,m5b22_107,B22_107. BioFather lives with child,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,10710,m5b22_105,B22_105. Sports or extracurricular needs,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,10711,m5b22_103,B22_103. Allowance or spending money,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,10712,m5b22_108,B22_108. Transportation costs,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,B22.         I am going to read you a list of things that children need.  Please tell me how often {FATHER} buys or pays for these for {CHILD}.  How often does {FATHER} buy…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,10713,m5e2a_101,E2A_101. Fathers of other children gave financial help,E2A.         Who gave you financial help or money?,e2a_101               FATHERS OF OTHER CHILDREN,1,e2a_1                   RESPONDENT’S PARENTS,2,e2a_2                   OTHER RELATIVES OF MOTHER,3,e2a_3                   FATHER’S PARENTS,4,e2a_4                   OTHER RELATIVES OF FATHER,5,e2a_5                   FRIEND(S),6,e2a_6                   BOYFRIEND/PARTNER,7,e2a_7                   PARTNER’S FAMILY,91,e2a_91                 OTHER (SPECIFY) ________________,101,e2a_101               FATHERS OF OTHER CHILDREN,102,e2a_102               CHURCH MEMBERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,10714,m5e2a_102,E2A_102. Church members gave financial help,E2A.         Who gave you financial help or money?,e2a_102               CHURCH MEMBERS,1,e2a_1                   RESPONDENT’S PARENTS,2,e2a_2                   OTHER RELATIVES OF MOTHER,3,e2a_3                   FATHER’S PARENTS,4,e2a_4                   OTHER RELATIVES OF FATHER,5,e2a_5                   FRIEND(S),6,e2a_6                   BOYFRIEND/PARTNER,7,e2a_7                   PARTNER’S FAMILY,91,e2a_91                 OTHER (SPECIFY) ________________,101,e2a_101               FATHERS OF OTHER CHILDREN,102,e2a_102               CHURCH MEMBERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,10715,m5f7_101,F7_101. Received help from food stamps/WIC in past 12 months,"F7.            In the past twelve months, have you received help from any of the following agencies or programs?","F7.            In the past twelve months, have you received help from any of the following agencies or programs?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,10716,m5f7_102,F7_102. Received help from Social Security/SSI in past 12 months,"F7.            In the past twelve months, have you received help from any of the following agencies or programs?","F7.            In the past twelve months, have you received help from any of the following agencies or programs?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,10717,m5f7_103,F7_103. Received help from church in past 12 months,"F7.            In the past twelve months, have you received help from any of the following agencies or programs?","F7.            In the past twelve months, have you received help from any of the following agencies or programs?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,10718,m5f7_104,F7_104. Received child care assistance in past 12 months,"F7.            In the past twelve months, have you received help from any of the following agencies or programs?","F7.            In the past twelve months, have you received help from any of the following agencies or programs?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,10719,m5f7_105,F7_105. Received health insurance assistance in past 12 months,"F7.            In the past twelve months, have you received help from any of the following agencies or programs?","F7.            In the past twelve months, have you received help from any of the following agencies or programs?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,10720,m5f7_106,F7_106. Received utility assistance in past 12 months,"F7.            In the past twelve months, have you received help from any of the following agencies or programs?","F7.            In the past twelve months, have you received help from any of the following agencies or programs?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,10721,m5f7_107,F7_107. Received housing assistance in past 12 months,"F7.            In the past twelve months, have you received help from any of the following agencies or programs?","F7.            In the past twelve months, have you received help from any of the following agencies or programs?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,10722,m5f16a_101,F16A_101. Required to get child support order,F16A.       What were you required to do?,f16A_101     HAD TO GET CHILD SUPPORT ORDER,1,f16A_1         LOOK FOR A JOB,2,f16A_2         WORK IN A PAID JOB,3,f16A_3         WORK IN AN UNPAID JOB,4,f16A_4         ATTEND SCHOOL OR TRAINING,5,f16A_5         NAME THE FATHER OF CHILD,91,f16A_91       OTHER (SPECIFY) ________________,101,f16A_101     HAD TO GET CHILD SUPPORT ORDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,10723,m5g2a_101,G2A_101. Mental health,G2A.        What is this health problem?,g2a_101         MENTAL HEALTH,1,g2a_1             DIABETES,2,g2a_2             ASTHMA,3,g2a_3             HIGH BLOOD PRESSURE,4,g2a_4             PAIN,5,g2a_5             SEIZURES/EPILEPSY,6,g2a_6             HEART DISEASE,7,g2a_7             BACK PROBLEMS,91,g2a_8             OTHER (SPECIFY) ________________,101,g2a_101         MENTAL HEALTH,102,g2a_102         ARTHRITIS,103,g2a_103         RECOVERING FROM INJURY/SURGERY,104,g2a_104         OVERWEIGHT,105,g2a_105         JOINT PROBLEMS,106,g2a_106         PREGNANT,107,g2a_107         CHRONIC DISEASE OR ILLNESS,108,g2a_108         MUSCLE PROBLEMS,109,g2a_109         NEUROLOGICAL PROBLEMS,111,g2a_111         HEART AND BLOOD PROBLEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,10724,m5g2a_102,G2A_102. Arthritis,G2A.        What is this health problem?,g2a_102         ARTHRITIS,1,g2a_1             DIABETES,2,g2a_2             ASTHMA,3,g2a_3             HIGH BLOOD PRESSURE,4,g2a_4             PAIN,5,g2a_5             SEIZURES/EPILEPSY,6,g2a_6             HEART DISEASE,7,g2a_7             BACK PROBLEMS,91,g2a_8             OTHER (SPECIFY) ________________,101,g2a_101         MENTAL HEALTH,102,g2a_102         ARTHRITIS,103,g2a_103         RECOVERING FROM INJURY/SURGERY,104,g2a_104         OVERWEIGHT,105,g2a_105         JOINT PROBLEMS,106,g2a_106         PREGNANT,107,g2a_107         CHRONIC DISEASE OR ILLNESS,108,g2a_108         MUSCLE PROBLEMS,109,g2a_109         NEUROLOGICAL PROBLEMS,111,g2a_111         HEART AND BLOOD PROBLEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,10725,m5g2a_103,G2A_103. Recovering from injury/surgery,G2A.        What is this health problem?,g2a_103         RECOVERING FROM INJURY/SURGERY,1,g2a_1             DIABETES,2,g2a_2             ASTHMA,3,g2a_3             HIGH BLOOD PRESSURE,4,g2a_4             PAIN,5,g2a_5             SEIZURES/EPILEPSY,6,g2a_6             HEART DISEASE,7,g2a_7             BACK PROBLEMS,91,g2a_8             OTHER (SPECIFY) ________________,101,g2a_101         MENTAL HEALTH,102,g2a_102         ARTHRITIS,103,g2a_103         RECOVERING FROM INJURY/SURGERY,104,g2a_104         OVERWEIGHT,105,g2a_105         JOINT PROBLEMS,106,g2a_106         PREGNANT,107,g2a_107         CHRONIC DISEASE OR ILLNESS,108,g2a_108         MUSCLE PROBLEMS,109,g2a_109         NEUROLOGICAL PROBLEMS,111,g2a_111         HEART AND BLOOD PROBLEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,10726,m5g2a_104,G2A_104. Overweight,G2A.        What is this health problem?,g2a_104         OVERWEIGHT,1,g2a_1             DIABETES,2,g2a_2             ASTHMA,3,g2a_3             HIGH BLOOD PRESSURE,4,g2a_4             PAIN,5,g2a_5             SEIZURES/EPILEPSY,6,g2a_6             HEART DISEASE,7,g2a_7             BACK PROBLEMS,91,g2a_8             OTHER (SPECIFY) ________________,101,g2a_101         MENTAL HEALTH,102,g2a_102         ARTHRITIS,103,g2a_103         RECOVERING FROM INJURY/SURGERY,104,g2a_104         OVERWEIGHT,105,g2a_105         JOINT PROBLEMS,106,g2a_106         PREGNANT,107,g2a_107         CHRONIC DISEASE OR ILLNESS,108,g2a_108         MUSCLE PROBLEMS,109,g2a_109         NEUROLOGICAL PROBLEMS,111,g2a_111         HEART AND BLOOD PROBLEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,10727,m5g2a_105,G2A_105. Joint problems,G2A.        What is this health problem?,g2a_105         JOINT PROBLEMS,1,g2a_1             DIABETES,2,g2a_2             ASTHMA,3,g2a_3             HIGH BLOOD PRESSURE,4,g2a_4             PAIN,5,g2a_5             SEIZURES/EPILEPSY,6,g2a_6             HEART DISEASE,7,g2a_7             BACK PROBLEMS,91,g2a_8             OTHER (SPECIFY) ________________,101,g2a_101         MENTAL HEALTH,102,g2a_102         ARTHRITIS,103,g2a_103         RECOVERING FROM INJURY/SURGERY,104,g2a_104         OVERWEIGHT,105,g2a_105         JOINT PROBLEMS,106,g2a_106         PREGNANT,107,g2a_107         CHRONIC DISEASE OR ILLNESS,108,g2a_108         MUSCLE PROBLEMS,109,g2a_109         NEUROLOGICAL PROBLEMS,111,g2a_111         HEART AND BLOOD PROBLEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,10728,m5g2a_106,G2A_106. Pregnant,G2A.        What is this health problem?,g2a_106         PREGNANT,1,g2a_1             DIABETES,2,g2a_2             ASTHMA,3,g2a_3             HIGH BLOOD PRESSURE,4,g2a_4             PAIN,5,g2a_5             SEIZURES/EPILEPSY,6,g2a_6             HEART DISEASE,7,g2a_7             BACK PROBLEMS,91,g2a_8             OTHER (SPECIFY) ________________,101,g2a_101         MENTAL HEALTH,102,g2a_102         ARTHRITIS,103,g2a_103         RECOVERING FROM INJURY/SURGERY,104,g2a_104         OVERWEIGHT,105,g2a_105         JOINT PROBLEMS,106,g2a_106         PREGNANT,107,g2a_107         CHRONIC DISEASE OR ILLNESS,108,g2a_108         MUSCLE PROBLEMS,109,g2a_109         NEUROLOGICAL PROBLEMS,111,g2a_111         HEART AND BLOOD PROBLEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,10729,m5g2a_107,G2A_107. Chronic disease or illness,G2A.        What is this health problem?,g2a_107         CHRONIC DISEASE OR ILLNESS,1,g2a_1             DIABETES,2,g2a_2             ASTHMA,3,g2a_3             HIGH BLOOD PRESSURE,4,g2a_4             PAIN,5,g2a_5             SEIZURES/EPILEPSY,6,g2a_6             HEART DISEASE,7,g2a_7             BACK PROBLEMS,91,g2a_8             OTHER (SPECIFY) ________________,101,g2a_101         MENTAL HEALTH,102,g2a_102         ARTHRITIS,103,g2a_103         RECOVERING FROM INJURY/SURGERY,104,g2a_104         OVERWEIGHT,105,g2a_105         JOINT PROBLEMS,106,g2a_106         PREGNANT,107,g2a_107         CHRONIC DISEASE OR ILLNESS,108,g2a_108         MUSCLE PROBLEMS,109,g2a_109         NEUROLOGICAL PROBLEMS,111,g2a_111         HEART AND BLOOD PROBLEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,10730,m5g2a_108,G2A_108. Muscle problems,G2A.        What is this health problem?,g2a_108         MUSCLE PROBLEMS,1,g2a_1             DIABETES,2,g2a_2             ASTHMA,3,g2a_3             HIGH BLOOD PRESSURE,4,g2a_4             PAIN,5,g2a_5             SEIZURES/EPILEPSY,6,g2a_6             HEART DISEASE,7,g2a_7             BACK PROBLEMS,91,g2a_8             OTHER (SPECIFY) ________________,101,g2a_101         MENTAL HEALTH,102,g2a_102         ARTHRITIS,103,g2a_103         RECOVERING FROM INJURY/SURGERY,104,g2a_104         OVERWEIGHT,105,g2a_105         JOINT PROBLEMS,106,g2a_106         PREGNANT,107,g2a_107         CHRONIC DISEASE OR ILLNESS,108,g2a_108         MUSCLE PROBLEMS,109,g2a_109         NEUROLOGICAL PROBLEMS,111,g2a_111         HEART AND BLOOD PROBLEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,10731,m5g2a_109,G2A_109. Neurological problems,G2A.        What is this health problem?,g2a_109         NEUROLOGICAL PROBLEMS,1,g2a_1             DIABETES,2,g2a_2             ASTHMA,3,g2a_3             HIGH BLOOD PRESSURE,4,g2a_4             PAIN,5,g2a_5             SEIZURES/EPILEPSY,6,g2a_6             HEART DISEASE,7,g2a_7             BACK PROBLEMS,91,g2a_8             OTHER (SPECIFY) ________________,101,g2a_101         MENTAL HEALTH,102,g2a_102         ARTHRITIS,103,g2a_103         RECOVERING FROM INJURY/SURGERY,104,g2a_104         OVERWEIGHT,105,g2a_105         JOINT PROBLEMS,106,g2a_106         PREGNANT,107,g2a_107         CHRONIC DISEASE OR ILLNESS,108,g2a_108         MUSCLE PROBLEMS,109,g2a_109         NEUROLOGICAL PROBLEMS,111,g2a_111         HEART AND BLOOD PROBLEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,10732,m5g2a_110,G2A_110. Gastrointestinal/urinary problems,G2A.        What is this health problem?,G2A.        What is this health problem?,1,g2a_1             DIABETES,2,g2a_2             ASTHMA,3,g2a_3             HIGH BLOOD PRESSURE,4,g2a_4             PAIN,5,g2a_5             SEIZURES/EPILEPSY,6,g2a_6             HEART DISEASE,7,g2a_7             BACK PROBLEMS,91,g2a_8             OTHER (SPECIFY) ________________,101,g2a_101         MENTAL HEALTH,102,g2a_102         ARTHRITIS,103,g2a_103         RECOVERING FROM INJURY/SURGERY,104,g2a_104         OVERWEIGHT,105,g2a_105         JOINT PROBLEMS,106,g2a_106         PREGNANT,107,g2a_107         CHRONIC DISEASE OR ILLNESS,108,g2a_108         MUSCLE PROBLEMS,109,g2a_109         NEUROLOGICAL PROBLEMS,111,g2a_111         HEART AND BLOOD PROBLEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
