,position,name,varlab,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43
527,16078,p6j55,J55. Moved in with others because of financial problems since last int,,"J55.      Since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9}, did you move in with other people even for a little while because of financial problems?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,16079,p6j56,J56. Stayed at shelter or place not meant for living since last int,,"J56.      Since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9}, did you stay at a shelter, in an abandoned building, an automobile or any other place not meant for regular housing, even for one night?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,16080,p6j57,J57. Did not see doctor/go to hospital because of cost since last int,,"J57.      Since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9}, was there anyone in your household who needed to see a doctor or go to the hospital but couldn’t go because of the cost?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,16081,p6j58,J58. Telephone disconnected because not enough money since last int,,"J58.      Since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9}, was your telephone service (mobile or land line) cancelled or disconnected by the telephone company because there wasn’t enough money to pay the bill?",1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,16082,p6j59,J59. CPS contacted you with concerns since last int?,,"J59.        Since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9}, has Child Protective Services contacted you with concerns that any child or children in this household had been abused or neglected by a family member or someone else? *",1,YES,2 -->  GO TO SECTION K,NO,-1 -->  GO TO SECTION K,REFUSED,-2 -->  GO TO SECTION K,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,16083,p6j60a,J60a. Date CPS last made contact? (month),,J60a.    In what month and year did the most recent contact occur?,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,16084,p6j60b,J60b. Date CPS last made contact? (year),,J60b.    [In what month and year did the most recent contact occur?],-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,16085,p6j61,J61. Were you told why CPS was contacting you?,,J61.        Were you told why Child Protective Services was contacting you?,1,YES,2 -->  GO TO J64,NO,-1 -->  GO TO J64,REFUSED,-2 -->  GO TO J64,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,16086,p6j62_1,J62_1. CPS concerned about physical abuse,J62.      What were the concerns that Child Protective Services told you?,PHYSICAL ABUSE,1,PHYSICAL ABUSE,2,SEXUAL ABUSE,3,NEGLECT,91,OTHER (PLEASE SPECIFY),-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,16087,p6j62_2,J62_2. CPS concerned about sexual abuse,J62.      What were the concerns that Child Protective Services told you?,SEXUAL ABUSE,1,PHYSICAL ABUSE,2,SEXUAL ABUSE,3,NEGLECT,91,OTHER (PLEASE SPECIFY),-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,16088,p6j62_3,J62_3. CPS concerned about neglect,J62.      What were the concerns that Child Protective Services told you?,NEGLECT,1,PHYSICAL ABUSE,2,SEXUAL ABUSE,3,NEGLECT,91,OTHER (PLEASE SPECIFY),-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,16089,p6j62_4,J62_4. CPS concerned about other,J62.      What were the concerns that Child Protective Services told you?,NEGLECT,1,PHYSICAL ABUSE,2,SEXUAL ABUSE,3,NEGLECT,91,OTHER (PLEASE SPECIFY),-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,16090,p6j62_101,J62_101. CPS concerned about living conditions or homeless child,J62.      What were the concerns that Child Protective Services told you?,NEGLECT,1,PHYSICAL ABUSE,2,SEXUAL ABUSE,3,NEGLECT,91,OTHER (PLEASE SPECIFY),-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,16091,p6j62_102,"J62_102. CPS concerned about other, unspecified issue",J62.      What were the concerns that Child Protective Services told you?,NEGLECT,1,PHYSICAL ABUSE,2,SEXUAL ABUSE,3,NEGLECT,91,OTHER (PLEASE SPECIFY),-1,REFUSED,-2,DON’T KNOW,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,16092,p6j63,J63. Most recent CPS contact concerned with whom?,,"J63.      Did this most recent contact concern {YOUTH} or another child in this household, or both {YOUTH} and other children in this household?",1,{YOUTH},2,"Another child in this household,",3,Both {YOUTH} and other children in this household,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,16093,p6j64_1,J64_1. CPS concerned about actions by respondent,"J64.      Was Child Protective Services concerned about actions by you, {YOUTH}, someone else living in the household, or someone outside the household?",RESPONDENT,1,RESPONDENT,2,{YOUTH},3,SOMEONE ELSE LIVING IN THE HOUSEHOLD,4,SOMEONE ELSE OUTSIDE THE HOUSEHOLD,-1,REFUSED,-2,DON’T KNOW,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,16094,p6j64_2,J64_2. CPS concerned about actions by youth,"J64.      Was Child Protective Services concerned about actions by you, {YOUTH}, someone else living in the household, or someone outside the household?",{YOUTH},1,RESPONDENT,2,{YOUTH},3,SOMEONE ELSE LIVING IN THE HOUSEHOLD,4,SOMEONE ELSE OUTSIDE THE HOUSEHOLD,-1,REFUSED,-2,DON’T KNOW,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,16095,p6j64_3,J64_3. CPS concerned about actions by other in household,"J64.      Was Child Protective Services concerned about actions by you, {YOUTH}, someone else living in the household, or someone outside the household?",SOMEONE ELSE LIVING IN THE HOUSEHOLD,1,RESPONDENT,2,{YOUTH},3,SOMEONE ELSE LIVING IN THE HOUSEHOLD,4,SOMEONE ELSE OUTSIDE THE HOUSEHOLD,-1,REFUSED,-2,DON’T KNOW,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,16096,p6j64_4,J64_4. CPS concerned about actions by other outside household,"J64.      Was Child Protective Services concerned about actions by you, {YOUTH}, someone else living in the household, or someone outside the household?",SOMEONE ELSE OUTSIDE THE HOUSEHOLD,1,RESPONDENT,2,{YOUTH},3,SOMEONE ELSE LIVING IN THE HOUSEHOLD,4,SOMEONE ELSE OUTSIDE THE HOUSEHOLD,-1,REFUSED,-2,DON’T KNOW,1,YES,2,NO,-1,REFUSED,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,16097,p6k1,K1. Currently attending school or training programs?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,16098,p6k2,K2. Completed any training or schooling since last int?,,K2.  Have you completed any training programs or any years of schooling since {MONTH AND YEAR COHORT CITY FIELDED IN YR 9}? *,1,YES,2 -->  GO TO BOX K3,NO,-1 -->  GO TO BOX K3,REFUSED,-2 -->  GO TO BOX K3,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,16099,p6k3_1,K3_1. Completed regular high school,K3.  What program or schooling have you completed?,REGULAR HIGH SCHOOL,1,REGULAR HIGH SCHOOL,2,ADULT BASIC EDUCATION PROGRAM,3,ESL PROGRAM,4,NURSING SCHOOL (LPN OR RN),5,BUSINESS OR SECRETARIAL SCHOOL,6,PROGRAM TO IMPROVE READING,7,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",8,JOB CORPS,9,JUNIOR/COMMUNITY COLLEGE (2-YEAR),10,COLLEGE DEGREE (4-YEAR),11,OTHER TYPE OF SCHOOL,-1,REFUSED,-2,DON’T KNOW,1 -->   GO TO K4,NONE,2,JUNIOR HIGH SCHOOL,3,SOME REGULAR HIGH SCHOOL,4 -->   GO TO K4,HIGH SCHOOL DIPLOMA,5 -->   GO TO K4,GED,6 -->   GO TO K4,ABE PROGRAM,7 -->   GO TO K4,NURSING SCHOOL (LPN OR RN),8 -->   GO TO K4,BUSINESS OR SECRETARIAL SCHOOL,9 -->   GO TO K4,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",10 -->   GO TO K4,JUNIOR/COMMUNITY COLLEGE (2-YEAR),11 -->   GO TO K4,SOME COLLEGE,12 -->   GO TO K4,COLLEGE (4-YEAR) DEGREE,13 -->   GO TO K4,GRADUATE OR PROFESSIONAL SCHOOL,14 -->   GO TO K4,OTHER TYPE OF SCHOOL,-1 -->  GO TO K4,REFUSED,-2 -->  GO TO K4,DON’T KNOW,0,KINDERGARTEN,1,FIRST GRADE,2,SECOND GRADE,3,THIRD GRADE,4,FOURTH GRADE,5,FIFTH GRADE,6,SIXTH GRADE,7,SEVENTH GRADE,8,EIGHTH GRADE,9,NINTH GRADE,10,TENTH GRADE,11,ELEVENTH GRADE,12,TWELFTH GRADE,-1,REFUSED,-2,DON’T KNOW
549,16100,p6k3_2,K3_2. Completed GED or ABE program,K3.  What program or schooling have you completed?,ADULT BASIC EDUCATION PROGRAM,1,REGULAR HIGH SCHOOL,2,ADULT BASIC EDUCATION PROGRAM,3,ESL PROGRAM,4,NURSING SCHOOL (LPN OR RN),5,BUSINESS OR SECRETARIAL SCHOOL,6,PROGRAM TO IMPROVE READING,7,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",8,JOB CORPS,9,JUNIOR/COMMUNITY COLLEGE (2-YEAR),10,COLLEGE DEGREE (4-YEAR),11,OTHER TYPE OF SCHOOL,-1,REFUSED,-2,DON’T KNOW,1 -->   GO TO K4,NONE,2,JUNIOR HIGH SCHOOL,3,SOME REGULAR HIGH SCHOOL,4 -->   GO TO K4,HIGH SCHOOL DIPLOMA,5 -->   GO TO K4,GED,6 -->   GO TO K4,ABE PROGRAM,7 -->   GO TO K4,NURSING SCHOOL (LPN OR RN),8 -->   GO TO K4,BUSINESS OR SECRETARIAL SCHOOL,9 -->   GO TO K4,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",10 -->   GO TO K4,JUNIOR/COMMUNITY COLLEGE (2-YEAR),11 -->   GO TO K4,SOME COLLEGE,12 -->   GO TO K4,COLLEGE (4-YEAR) DEGREE,13 -->   GO TO K4,GRADUATE OR PROFESSIONAL SCHOOL,14 -->   GO TO K4,OTHER TYPE OF SCHOOL,-1 -->  GO TO K4,REFUSED,-2 -->  GO TO K4,DON’T KNOW,0,KINDERGARTEN,1,FIRST GRADE,2,SECOND GRADE,3,THIRD GRADE,4,FOURTH GRADE,5,FIFTH GRADE,6,SIXTH GRADE,7,SEVENTH GRADE,8,EIGHTH GRADE,9,NINTH GRADE,10,TENTH GRADE,11,ELEVENTH GRADE,12,TWELFTH GRADE,-1,REFUSED,-2,DON’T KNOW
550,16101,p6k3_3,K3_3. Completed ESL program,K3.  What program or schooling have you completed?,ESL PROGRAM,1,REGULAR HIGH SCHOOL,2,ADULT BASIC EDUCATION PROGRAM,3,ESL PROGRAM,4,NURSING SCHOOL (LPN OR RN),5,BUSINESS OR SECRETARIAL SCHOOL,6,PROGRAM TO IMPROVE READING,7,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",8,JOB CORPS,9,JUNIOR/COMMUNITY COLLEGE (2-YEAR),10,COLLEGE DEGREE (4-YEAR),11,OTHER TYPE OF SCHOOL,-1,REFUSED,-2,DON’T KNOW,1 -->   GO TO K4,NONE,2,JUNIOR HIGH SCHOOL,3,SOME REGULAR HIGH SCHOOL,4 -->   GO TO K4,HIGH SCHOOL DIPLOMA,5 -->   GO TO K4,GED,6 -->   GO TO K4,ABE PROGRAM,7 -->   GO TO K4,NURSING SCHOOL (LPN OR RN),8 -->   GO TO K4,BUSINESS OR SECRETARIAL SCHOOL,9 -->   GO TO K4,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",10 -->   GO TO K4,JUNIOR/COMMUNITY COLLEGE (2-YEAR),11 -->   GO TO K4,SOME COLLEGE,12 -->   GO TO K4,COLLEGE (4-YEAR) DEGREE,13 -->   GO TO K4,GRADUATE OR PROFESSIONAL SCHOOL,14 -->   GO TO K4,OTHER TYPE OF SCHOOL,-1 -->  GO TO K4,REFUSED,-2 -->  GO TO K4,DON’T KNOW,0,KINDERGARTEN,1,FIRST GRADE,2,SECOND GRADE,3,THIRD GRADE,4,FOURTH GRADE,5,FIFTH GRADE,6,SIXTH GRADE,7,SEVENTH GRADE,8,EIGHTH GRADE,9,NINTH GRADE,10,TENTH GRADE,11,ELEVENTH GRADE,12,TWELFTH GRADE,-1,REFUSED,-2,DON’T KNOW
551,16102,p6k3_4,K3_4. Completed nursing school (LPN or RN),K3.  What program or schooling have you completed?,NURSING SCHOOL (LPN OR RN),1,REGULAR HIGH SCHOOL,2,ADULT BASIC EDUCATION PROGRAM,3,ESL PROGRAM,4,NURSING SCHOOL (LPN OR RN),5,BUSINESS OR SECRETARIAL SCHOOL,6,PROGRAM TO IMPROVE READING,7,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",8,JOB CORPS,9,JUNIOR/COMMUNITY COLLEGE (2-YEAR),10,COLLEGE DEGREE (4-YEAR),11,OTHER TYPE OF SCHOOL,-1,REFUSED,-2,DON’T KNOW,1 -->   GO TO K4,NONE,2,JUNIOR HIGH SCHOOL,3,SOME REGULAR HIGH SCHOOL,4 -->   GO TO K4,HIGH SCHOOL DIPLOMA,5 -->   GO TO K4,GED,6 -->   GO TO K4,ABE PROGRAM,7 -->   GO TO K4,NURSING SCHOOL (LPN OR RN),8 -->   GO TO K4,BUSINESS OR SECRETARIAL SCHOOL,9 -->   GO TO K4,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",10 -->   GO TO K4,JUNIOR/COMMUNITY COLLEGE (2-YEAR),11 -->   GO TO K4,SOME COLLEGE,12 -->   GO TO K4,COLLEGE (4-YEAR) DEGREE,13 -->   GO TO K4,GRADUATE OR PROFESSIONAL SCHOOL,14 -->   GO TO K4,OTHER TYPE OF SCHOOL,-1 -->  GO TO K4,REFUSED,-2 -->  GO TO K4,DON’T KNOW,0,KINDERGARTEN,1,FIRST GRADE,2,SECOND GRADE,3,THIRD GRADE,4,FOURTH GRADE,5,FIFTH GRADE,6,SIXTH GRADE,7,SEVENTH GRADE,8,EIGHTH GRADE,9,NINTH GRADE,10,TENTH GRADE,11,ELEVENTH GRADE,12,TWELFTH GRADE,-1,REFUSED,-2,DON’T KNOW
552,16103,p6k3_5,K3_5. Completed business or secretarial school,K3.  What program or schooling have you completed?,BUSINESS OR SECRETARIAL SCHOOL,1,REGULAR HIGH SCHOOL,2,ADULT BASIC EDUCATION PROGRAM,3,ESL PROGRAM,4,NURSING SCHOOL (LPN OR RN),5,BUSINESS OR SECRETARIAL SCHOOL,6,PROGRAM TO IMPROVE READING,7,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",8,JOB CORPS,9,JUNIOR/COMMUNITY COLLEGE (2-YEAR),10,COLLEGE DEGREE (4-YEAR),11,OTHER TYPE OF SCHOOL,-1,REFUSED,-2,DON’T KNOW,1 -->   GO TO K4,NONE,2,JUNIOR HIGH SCHOOL,3,SOME REGULAR HIGH SCHOOL,4 -->   GO TO K4,HIGH SCHOOL DIPLOMA,5 -->   GO TO K4,GED,6 -->   GO TO K4,ABE PROGRAM,7 -->   GO TO K4,NURSING SCHOOL (LPN OR RN),8 -->   GO TO K4,BUSINESS OR SECRETARIAL SCHOOL,9 -->   GO TO K4,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",10 -->   GO TO K4,JUNIOR/COMMUNITY COLLEGE (2-YEAR),11 -->   GO TO K4,SOME COLLEGE,12 -->   GO TO K4,COLLEGE (4-YEAR) DEGREE,13 -->   GO TO K4,GRADUATE OR PROFESSIONAL SCHOOL,14 -->   GO TO K4,OTHER TYPE OF SCHOOL,-1 -->  GO TO K4,REFUSED,-2 -->  GO TO K4,DON’T KNOW,0,KINDERGARTEN,1,FIRST GRADE,2,SECOND GRADE,3,THIRD GRADE,4,FOURTH GRADE,5,FIFTH GRADE,6,SIXTH GRADE,7,SEVENTH GRADE,8,EIGHTH GRADE,9,NINTH GRADE,10,TENTH GRADE,11,ELEVENTH GRADE,12,TWELFTH GRADE,-1,REFUSED,-2,DON’T KNOW
553,16104,p6k3_6,K3_6. Completed program to improve reading,K3.  What program or schooling have you completed?,PROGRAM TO IMPROVE READING,1,REGULAR HIGH SCHOOL,2,ADULT BASIC EDUCATION PROGRAM,3,ESL PROGRAM,4,NURSING SCHOOL (LPN OR RN),5,BUSINESS OR SECRETARIAL SCHOOL,6,PROGRAM TO IMPROVE READING,7,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",8,JOB CORPS,9,JUNIOR/COMMUNITY COLLEGE (2-YEAR),10,COLLEGE DEGREE (4-YEAR),11,OTHER TYPE OF SCHOOL,-1,REFUSED,-2,DON’T KNOW,1 -->   GO TO K4,NONE,2,JUNIOR HIGH SCHOOL,3,SOME REGULAR HIGH SCHOOL,4 -->   GO TO K4,HIGH SCHOOL DIPLOMA,5 -->   GO TO K4,GED,6 -->   GO TO K4,ABE PROGRAM,7 -->   GO TO K4,NURSING SCHOOL (LPN OR RN),8 -->   GO TO K4,BUSINESS OR SECRETARIAL SCHOOL,9 -->   GO TO K4,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",10 -->   GO TO K4,JUNIOR/COMMUNITY COLLEGE (2-YEAR),11 -->   GO TO K4,SOME COLLEGE,12 -->   GO TO K4,COLLEGE (4-YEAR) DEGREE,13 -->   GO TO K4,GRADUATE OR PROFESSIONAL SCHOOL,14 -->   GO TO K4,OTHER TYPE OF SCHOOL,-1 -->  GO TO K4,REFUSED,-2 -->  GO TO K4,DON’T KNOW,0,KINDERGARTEN,1,FIRST GRADE,2,SECOND GRADE,3,THIRD GRADE,4,FOURTH GRADE,5,FIFTH GRADE,6,SIXTH GRADE,7,SEVENTH GRADE,8,EIGHTH GRADE,9,NINTH GRADE,10,TENTH GRADE,11,ELEVENTH GRADE,12,TWELFTH GRADE,-1,REFUSED,-2,DON’T KNOW
554,16105,p6k3_7,"K3_7. Completed vocational, technical, or trade school",K3.  What program or schooling have you completed?,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",1,REGULAR HIGH SCHOOL,2,ADULT BASIC EDUCATION PROGRAM,3,ESL PROGRAM,4,NURSING SCHOOL (LPN OR RN),5,BUSINESS OR SECRETARIAL SCHOOL,6,PROGRAM TO IMPROVE READING,7,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",8,JOB CORPS,9,JUNIOR/COMMUNITY COLLEGE (2-YEAR),10,COLLEGE DEGREE (4-YEAR),11,OTHER TYPE OF SCHOOL,-1,REFUSED,-2,DON’T KNOW,1 -->   GO TO K4,NONE,2,JUNIOR HIGH SCHOOL,3,SOME REGULAR HIGH SCHOOL,4 -->   GO TO K4,HIGH SCHOOL DIPLOMA,5 -->   GO TO K4,GED,6 -->   GO TO K4,ABE PROGRAM,7 -->   GO TO K4,NURSING SCHOOL (LPN OR RN),8 -->   GO TO K4,BUSINESS OR SECRETARIAL SCHOOL,9 -->   GO TO K4,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",10 -->   GO TO K4,JUNIOR/COMMUNITY COLLEGE (2-YEAR),11 -->   GO TO K4,SOME COLLEGE,12 -->   GO TO K4,COLLEGE (4-YEAR) DEGREE,13 -->   GO TO K4,GRADUATE OR PROFESSIONAL SCHOOL,14 -->   GO TO K4,OTHER TYPE OF SCHOOL,-1 -->  GO TO K4,REFUSED,-2 -->  GO TO K4,DON’T KNOW,0,KINDERGARTEN,1,FIRST GRADE,2,SECOND GRADE,3,THIRD GRADE,4,FOURTH GRADE,5,FIFTH GRADE,6,SIXTH GRADE,7,SEVENTH GRADE,8,EIGHTH GRADE,9,NINTH GRADE,10,TENTH GRADE,11,ELEVENTH GRADE,12,TWELFTH GRADE,-1,REFUSED,-2,DON’T KNOW
555,16106,p6k3_8,K3_8. Completed job corps,K3.  What program or schooling have you completed?,JOB CORPS,1,REGULAR HIGH SCHOOL,2,ADULT BASIC EDUCATION PROGRAM,3,ESL PROGRAM,4,NURSING SCHOOL (LPN OR RN),5,BUSINESS OR SECRETARIAL SCHOOL,6,PROGRAM TO IMPROVE READING,7,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",8,JOB CORPS,9,JUNIOR/COMMUNITY COLLEGE (2-YEAR),10,COLLEGE DEGREE (4-YEAR),11,OTHER TYPE OF SCHOOL,-1,REFUSED,-2,DON’T KNOW,1 -->   GO TO K4,NONE,2,JUNIOR HIGH SCHOOL,3,SOME REGULAR HIGH SCHOOL,4 -->   GO TO K4,HIGH SCHOOL DIPLOMA,5 -->   GO TO K4,GED,6 -->   GO TO K4,ABE PROGRAM,7 -->   GO TO K4,NURSING SCHOOL (LPN OR RN),8 -->   GO TO K4,BUSINESS OR SECRETARIAL SCHOOL,9 -->   GO TO K4,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",10 -->   GO TO K4,JUNIOR/COMMUNITY COLLEGE (2-YEAR),11 -->   GO TO K4,SOME COLLEGE,12 -->   GO TO K4,COLLEGE (4-YEAR) DEGREE,13 -->   GO TO K4,GRADUATE OR PROFESSIONAL SCHOOL,14 -->   GO TO K4,OTHER TYPE OF SCHOOL,-1 -->  GO TO K4,REFUSED,-2 -->  GO TO K4,DON’T KNOW,0,KINDERGARTEN,1,FIRST GRADE,2,SECOND GRADE,3,THIRD GRADE,4,FOURTH GRADE,5,FIFTH GRADE,6,SIXTH GRADE,7,SEVENTH GRADE,8,EIGHTH GRADE,9,NINTH GRADE,10,TENTH GRADE,11,ELEVENTH GRADE,12,TWELFTH GRADE,-1,REFUSED,-2,DON’T KNOW
556,16107,p6k3_9,K3_9. Completed junior/community college (2-year),K3.  What program or schooling have you completed?,JUNIOR/COMMUNITY COLLEGE (2-YEAR),1,REGULAR HIGH SCHOOL,2,ADULT BASIC EDUCATION PROGRAM,3,ESL PROGRAM,4,NURSING SCHOOL (LPN OR RN),5,BUSINESS OR SECRETARIAL SCHOOL,6,PROGRAM TO IMPROVE READING,7,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",8,JOB CORPS,9,JUNIOR/COMMUNITY COLLEGE (2-YEAR),10,COLLEGE DEGREE (4-YEAR),11,OTHER TYPE OF SCHOOL,-1,REFUSED,-2,DON’T KNOW,1 -->   GO TO K4,NONE,2,JUNIOR HIGH SCHOOL,3,SOME REGULAR HIGH SCHOOL,4 -->   GO TO K4,HIGH SCHOOL DIPLOMA,5 -->   GO TO K4,GED,6 -->   GO TO K4,ABE PROGRAM,7 -->   GO TO K4,NURSING SCHOOL (LPN OR RN),8 -->   GO TO K4,BUSINESS OR SECRETARIAL SCHOOL,9 -->   GO TO K4,"VOCATIONAL, TECHNICAL, OR TRADE SCHOOL",10 -->   GO TO K4,JUNIOR/COMMUNITY COLLEGE (2-YEAR),11 -->   GO TO K4,SOME COLLEGE,12 -->   GO TO K4,COLLEGE (4-YEAR) DEGREE,13 -->   GO TO K4,GRADUATE OR PROFESSIONAL SCHOOL,14 -->   GO TO K4,OTHER TYPE OF SCHOOL,-1 -->  GO TO K4,REFUSED,-2 -->  GO TO K4,DON’T KNOW,0,KINDERGARTEN,1,FIRST GRADE,2,SECOND GRADE,3,THIRD GRADE,4,FOURTH GRADE,5,FIFTH GRADE,6,SIXTH GRADE,7,SEVENTH GRADE,8,EIGHTH GRADE,9,NINTH GRADE,10,TENTH GRADE,11,ELEVENTH GRADE,12,TWELFTH GRADE,-1,REFUSED,-2,DON’T KNOW
