,position,name,varlab,multiple_answers,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17
269,284,f1g9i,"In the past week, how often did you talk less than usual?",1,Next is a list of the ways you might have felt or behaved during the past week,Talk less than usual?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
270,285,f1g9j,"In the past week, how often did you feel lonely?",1,Next is a list of the ways you might have felt or behaved during the past week,Feel lonely?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
271,286,f1g9k,"In the past week, how often did you feel sad?",1,Next is a list of the ways you might have felt or behaved during the past week,Feel sad?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
272,287,f1g9l,"In the past week, how often couldn't you get going?",1,Next is a list of the ways you might have felt or behaved during the past week,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
273,288,f1h2,Were you born in US?,0,Were you born in the United States?,Were you born in the United States?,1 (GO TO H2A),YES,2 (SKIP TO H2B),NO,1,AFRICA,2,ASIA,3,EUROPE,4,LATIN AMERICA,5,NON-LATIN AMERICA,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
274,289,f1h2b,Geographical region of father's birth place,1,Were you born in the United States?,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
275,290,f1h2c,In what year did you first come to the US to live?,1,Were you born in the United States?,In what year did you first come to the United States to live?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
276,291,f1h3,What is your race?,0,Which of these categories best describes your race? (HAND CARD 7),Which of these categories best describes your race? (HAND CARD 7),1,White,2,"Black, African-American",3,Asian or Pacific Islander,4,"American Indian, Eskimo, Aleut",5,"Other, not specified",-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
277,292,f1h3a,Are you of Hispanic/Latino origin?,1,Which of these categories best describes your race? (HAND CARD 7),Are you of Hispanic or Latino origin or descent?,1,YES,2,NO,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
278,293,f1h3b,Are you Mexican/Puerto Rican/Cuban?,1,Which of these categories best describes your race? (HAND CARD 7),"Are you Mexican, Puerto Rican, Cuban or other Hispanic?",1,YES,2,NO,3,CUBAN?,101,CENTRAL AMERICAN/CARIBBEAN,102,SOUTH AMERICAN,103,SPAIN/OTHER EUROPEAN COUNTRY,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
279,294,f1h4a,I feel attachment toward my racial/ethnic group? Agr/Disag,1,"Please tell me whether you strongly agree, agree, disagree or strongly disagree with             the following statements (HAND CARD 4):",I feel an attachment,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
280,295,f1h4b,I participate in cultural practices of my own group? Agr/Disag,1,"Please tell me whether you strongly agree, agree, disagree or strongly disagree with             the following statements (HAND CARD 4):",I participate in cultural,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
281,296,cf1edu,Father baseline education (combined report),1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
282,297,cf1ethrace,Father race (all waves combined report),1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
283,298,f1i1,Highest grade of regular school that you completed?,0,Now I’d like to ask some questions about your education and work experience,Now I’d like to ask some questions about your education and work experience,1,No formal schooling,2,8th grade or less,3,"Some high school (Grades 9,10,11 & 12)",4,High school diploma (Completed 12th grade),5,G.E.D,6,Some college or 2 year degree,7,Technical or trade school,8,Bachelor’s degree,9,Graduate or professional school,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
284,299,f1i2,Have you ever received skills training from a gov. sponsored program?,0,Have you ever received skills training from a government-sponsored program such as JPTA or Job Corps?,Have you ever received skills training from a government-sponsored program such as JPTA or Job Corps?,1  (GO TO I2A),YES,2  (SKIP TO I3),NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
285,300,f1i2a1,How many years did you participate in this program?,1,Have you ever received skills training from a government-sponsored program such as JPTA or Job Corps?,I2A1       NUMBER OF YEARS  oo           I2A2       NUMBER OF MONTHS  oo,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
286,301,f1i2a2,How many months did you participate in this program?,1,Have you ever received skills training from a government-sponsored program such as JPTA or Job Corps?,I2A1       NUMBER OF YEARS  oo           I2A2       NUMBER OF MONTHS  oo,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
287,302,f1i3,"Have you ever attended Bus.College, a VoTech., or been an Appentice?",0,"Have you ever attended a business college, vocational technical institute, or an apprenticeship program?","Have you ever attended a business college, vocational technical institute, or an apprenticeship program?",1  (GO TO I3A),YES,2  (SKIP TO I4),NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
288,303,f1i3a1,How many years did you attend this program?,1,"Have you ever attended a business college, vocational technical institute, or an apprenticeship program?",I3A1       NUMBER OF YEARS  oo           I3A2       NUMBER OF MONTHS  oo,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
289,304,f1i3a2,How many months did you attend this program?,1,"Have you ever attended a business college, vocational technical institute, or an apprenticeship program?",I3A1       NUMBER OF YEARS  oo           I3A2       NUMBER OF MONTHS  oo,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
290,305,f1i4,Have you ever served in the military?,0,Have you ever served in the military?,Have you ever served in the military?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
291,306,f1j1,"Last week, did you do any regular work for pay?",0,"Last week, did you do any regular work for pay?","Last week, did you do any regular work for pay?",1  (SKIP TO J6),YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
292,307,f1j2,Are you currently looking for a regular job?,0,Are you currently looking for a regular job?,Are you currently looking for a regular job?,1  (GO TO J3),YES,2   (SKIP TO J3B),NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
293,308,f1j3,How long have you been looking for work?,0,How long have you been looking for work?,How long have you been looking for work?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
294,309,f1j3a,"Is that: Days, Weeks, Months, Years?",1,How long have you been looking for work?,Is that…,1,YES,2,NO,3,"Months,",4,"Years,",1  (SKIP TO J6),ON TEMPORARY LAYOFFF),2  (GO TO J4),IN SCHOOL,3  (GO TO J4),DON’T WANT TO WORK,4  (SKIP TO J5),DISABLED,5  (GO TO J4),PERSONAL/FAMILY REASONS,6  (GO TO J4),BELIEVE NO WORK AVAILABLE,7  (GO TO J4),OTHER: NOT SPECIFIED,101,INCARCERATED,102,WAITING,103,SELF-EMPLOYED,104,RETIRED,8  (SKIP TO J6),OWN BUSINESS,nan,,nan,
295,310,f1j3b,Why weren't you looking for work?,1,How long have you been looking for work?,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
296,311,f1j4,What would be the hourly wage in order for you to take a job?,0,What would the hourly wage have to be in order for you to take a job?,What would the hourly wage have to be in order for you to take a job?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
297,312,f1j5a,In what mo did you last work regular job lasting 2+wks?,1,"In what month and year did you last work at a regular job lasting two consecutive   weeks or more, for which you received a regular paycheck, either full or part-time?",J5A    NUMBER OF YEARS  oo       J5B    NUMBER OF MONTHS  oo (GO TO J6),1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
298,313,f1j5b,In what yr did you last work regular job lasting 2+wks?,1,"In what month and year did you last work at a regular job lasting two consecutive   weeks or more, for which you received a regular paycheck, either full or part-time?",J5A    NUMBER OF YEARS  oo       J5B    NUMBER OF MONTHS  oo (GO TO J6),1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
299,314,f1j5c,Never worked for 2 consecutive weeks.,1,"In what month and year did you last work at a regular job lasting two consecutive   weeks or more, for which you received a regular paycheck, either full or part-time?",J5C   NEVER WORKED FOR,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
300,315,f1j6,How many hrs/wk do/did you work at your current/most recent job?,0,"Thinking about your current or most recent job, how many hours do/did you usually work per week?","Thinking about your current or most recent job, how many hours do/did you usually work per week?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
301,316,f1j7a,Do/did you work for yourself or for someone else?,1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
302,317,f1j7bc,What sort of work do/did you do in your current/most recent job? - Broad,1,,What sort of work (do/did) you do in your current or most recent main job?,1,YES,2,NO,103,SALES,104,ADMINISTRATIVE SUPPORT,105,PRECISION PRODUCTION/CRAFT/REPAIR,106,MACHINE OPER./ASSEMBLY/INSPECTION,107,TRANSPORTATION/MATERIAL MOVING,108,HANDLER/EQUIPMENT CLEANER/LABORER,109,SERVICE (NOT PRIVATE HOUSEHOLD),110,UNSPECIFIED,112,MILITARY,113,FARMING/AGRICULTURE,114,SELF-EMPLOYED,115,VARIOUS JOBS,1,Self,2,Someone else,nan,,nan,
303,318,f1j8,About how much did you earn?,0,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
304,319,f1j8a,"Was that Per hour,day,week,month,year?",1,,What that:,1,YES,2,NO,3,Per week?,4,Per month?,5,Per year?,6,"Other, not specified",101,BI-WEEKLY,102,VARIABLE/NOT REGULAR,104,PER JOB ASSIGNMENT,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
305,320,f1j9,Did/does your employer provide health insurance?,0,(Does/did) your employer provide insurance?,(Does/did) your employer provide insurance?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
306,321,f1j10,How much did you earn from all of your jobs in the last year?,0,Some people work more than one job,Some people work more than one job,1,"Under $5,000",2,"$5,000 to $9,999",3,"$10,000 to $14,999",4,"$15,000 to $19,999",5,"$20,000 to $24,999",6,"$25,000 to $34,999",7,"$35,000 to $49,999",8,"$50,000 to $74,999",9,"Greater than $75,000",-1,REFUSED,-2,DON’T KNOW,99  (SKIP TO J13),DID NO REGULAR WORK,nan,,nan,,nan,,nan,,nan,,nan,
307,322,f1j11,"In last yr, how many wks did you spend at your regular job?",0,"In the last 12 months, how many weeks did you spend working at your regular jobs?","In the last 12 months, how many weeks did you spend working at your regular jobs?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
308,323,f1j12,"When at these jobs, how many hours per week did you usually work?",0,"When you were working at these jobs, about how many hours per week did you usually work?","When you were working at these jobs, about how many hours per week did you usually work?",nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
309,324,f1j13a,Off the books or under the table work?,1,"We are interested in finding out about some ways, other than regular work, in which people make a living","Off the books or under   the table work, such as household maintenance/repairs, providing   transportation or other personal services, selling personal property",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
310,325,f1j13b,Work in own business?,1,"We are interested in finding out about some ways, other than regular work, in which people make a living",Work   in own business,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
311,326,f1j13c,"Selling stolen goods, selling/delivering drugs, or other hustles?",1,"We are interested in finding out about some ways, other than regular work, in which people make a living","Selling stolen goods,   selling or delivering drugs, or other hustles",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
312,327,f1j13d,Other activities?,1,"We are interested in finding out about some ways, other than regular work, in which people make a living",Other: not   specified,1,YES,2,NO,103,SALES,104,CONSTRUCTION & PRECISION TRADES,105,MILITARY,106,ENTERTAINMENT,107,TRANSPORTATION & DELIVERY,108,SERVICE OCCUPATIONS,109,ILLEGAL ACTIVITY,110,MECHANICS & REPAIRERS,111,REAL ESTATE/FINANCE,112,LANDSCAPING & AGRICULTURE,113,PROFESSIONAL,114,OTHER,1,YES,2,NO,nan,,nan,
313,328,f1j14a,In last yr how many weeks did you engage in off the books work?,1,"In the last   twelve months, how many weeks did you spend engaged in these activities?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
314,329,f1j14b,"In last yr, how many wks did you work in your own business?",1,"In the last   twelve months, how many weeks did you spend engaged in these activities?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
315,330,f1j14c,In last yr how many weeks did you engage in hustles?,1,"In the last   twelve months, how many weeks did you spend engaged in these activities?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
316,331,f1j14d,In last yr how many wks did you engage in other activities?,1,"In the last   twelve months, how many weeks did you spend engaged in these activities?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
317,332,f1j15a,How many hrs/wk did you engage in off books work?,1,About how many   hours per week did you spend engaged in these activities?,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
318,333,f1j15b,How many hrs/week did you spend in your own business?,1,About how many   hours per week did you spend engaged in these activities?,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
319,334,f1j15c,How many hrs/wk did you engage in hustles?,1,About how many   hours per week did you spend engaged in these activities?,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
320,335,f1j15d,How many hrs/wk did you engage in other activities?,1,About how many   hours per week did you spend engaged in these activities?,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
321,336,f1j16a,In last yr how much did you earn from off the books work?,1,"In the last   twelve months, about how much did you earn from all of these activities?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
322,337,f1j16b,"In last yr, how much did you earn from your own business?",1,"In the last   twelve months, about how much did you earn from all of these activities?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
323,338,f1j16c,In the last yr how much did you earn from hustles?,1,"In the last   twelve months, about how much did you earn from all of these activities?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
324,339,f1j16d,In last yr how much did you earn from other activities?,1,"In the last   twelve months, about how much did you earn from all of these activities?",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
325,340,f1k1a,"In last yr, did you have income from public assistance.?",1,"In the last 12 months, did you have income from any of the following sources?      (HAND CARD 10)","K1A     Public assistance, welfare,",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
326,341,f1k1b,"In last yr, did you have income from unemp.ins,ss,disability?",1,"In the last 12 months, did you have income from any of the following sources?      (HAND CARD 10)","K1B     Unemployment insurance, workmen’s",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
327,342,f1k1c,"In last yr, did you have income from family and friends?",1,"In the last 12 months, did you have income from any of the following sources?      (HAND CARD 10)",K1C     Family and friends,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
328,343,f1k1d,"In last yr, did you have income from no one else?",1,"In the last 12 months, did you have income from any of the following sources?      (HAND CARD 10)",K1D     None,1,YES,2,NO,2,"$1,000 to $2,999",3,"$3,000 to $3,999",4,"$4,000 to $4,999",5,"$5,000 to $5,999",6,"$6,000 to $6,999",7,"$7,000 to $7,999",8,"$8,000 to $8,999",9,"$9,000 to $9,999",10,"$10,000 to $12,499",11,"$12,500 to $14,999",12,"$15,000 to $17,499",13,"$17,500 to $ 19,999",14,"$20,000 to $24,999",15,"$25,000 or more",-1,REFUSED,-2,DON’T KNOW
329,344,f1k2a,How much money did you receive from Public assis./Welfare etc.?,1,"In the last 12 months, about how much did you receive from [READ ANSWERS        CHECKED IN J1]? (HAND CARD 11) [ASK R TO GIVE AMOUNT FOR EACH             SOURCE CIRCLED IN K]",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
330,345,f1k2b,How much money did you receive from Unemployment/SS/Disability?,1,"In the last 12 months, about how much did you receive from [READ ANSWERS        CHECKED IN J1]? (HAND CARD 11) [ASK R TO GIVE AMOUNT FOR EACH             SOURCE CIRCLED IN K]","Unemployment, Social Security, disability, etc",1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
331,346,f1k2c,How much money did you receive from Family/Friends?,1,"In the last 12 months, about how much did you receive from [READ ANSWERS        CHECKED IN J1]? (HAND CARD 11) [ASK R TO GIVE AMOUNT FOR EACH             SOURCE CIRCLED IN K]",,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
332,347,fx1k2,"In the last year, how much income did you receive from (answers in K1)?",1,,,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
333,348,f1k3,"In last yr, what was your total hh income before taxes?",0,"Thinking about your income and the income of everyone else who lives with you, what was your total household income before taxes in the past 12 months? (HAND CARD 9)","Thinking about your income and the income of everyone else who lives with you, what was your total household income before taxes in the past 12 months? (HAND CARD 9)",1,"Under $5,000",2,"$5,000 to $9,999",3,"$10,000 to $14,999",4,"$15,000 to $19,999",5,"$20,000 to $24,999",6,"$25,000 to $34,999",7,"$35,000 to $49,999",8,"$50,000 to $74,999",9,"Greater than $75,000",-1,REFUSED,-2,DON’T KNOW,nan,,nan,,nan,,nan,,nan,,nan,,nan,
334,349,f1k4,What are your mo expenses for rent or mortgage?,0,What are your monthly expenses for rent or mortgage?,What are your monthly expenses for rent or mortgage?,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
335,350,f1k5,"At the end of the mo, how much money do you usually have?",0,"At the end of the month, do you usually have…","At the end of the month, do you usually have…",1,Some money left over,2,Just enough to make ends meet,3,Not enough to make ends meet,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
336,351,f1k6,Do you own a car?,0,Do you own a car?,Do you own a car?,1,YES,2,NO,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,
